"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"소사본3동-257",1,경기도 부천시 소사로134번길 10-6,경기도 부천시 소사본3동 229-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-207",1,경기도 부천시 소사로160번길 82,경기도 부천시 소사본3동 283,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-227",1,경기도 부천시 은성로68번길 65,경기도 부천시 소사본3동220-54,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-180",1,경기도 부천시 소사로160번길 87-10,경기도 부천시 소사본3동 276-20,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-347",1,경기도 부천시 소사로148번길 61,경기도 부천시 소사본3동 220-58 건물벽,,,2009,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-153",1,경기도 부천시 은성로76번길 65,경기도 부천시 소사본3동 286-36(뒤),,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-145",1,경기도 부천시 은성로68번길 51-8,경기도 부천시 소사본3동 199-15,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 502",1,경기도 부천시 부천로66번길 67,경기도 부천시 심곡2동 153-16 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-178",1,경기도 부천시 소사로160번길 87-13,경기도 부천시 소사본3동 276-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-142",1,경기도 부천시 소사로160번길 55,경기도 부천시 소사본3동 199-40,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-284",1,경기도 부천시 은성로68번길 87,경기도 부천시 소사본3동 221,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-147",1,경기도 부천시 소사로160번길 58-1,경기도 부천시 소사본3동 220-4,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-265",1,경기도 부천시 은성로62번길 96-8,경기도 부천시 소사본3동 223-45,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-044",1,경기도 부천시 은성로51번길 10,경기도 부천시 소사본3동 159-58,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-102",1,경기도 부천시 은성로68번길 56,경기도 부천시 소사본3동 200-26,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-215",1,경기도 부천시 은성로76번길 74,경기도 부천시 소사본3동 220-25,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 327",1,경기도 부천시 부천로39번길 17,경기도 부천시 심곡2동 192-2 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 711",1,경기도 부천시 장말로272번길 37-14,경기도 부천시 심곡3동 335-46 앞 골목 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동1039",1,경기도 부천시 심중로22와 부일로400번길 28 사이,,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 857",1,경기도 부천시 장말로293번길 20,경기도 부천시 심곡3동 303-32맞은편 복사골 공원위치1개),,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 927",1,경기도 부천시 신흥로39번길 52,경기도 부천시 심곡3동 347-15 앞 코너위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 995",1,경기도 부천시 장말로308번길 9,경기도 부천시 심곡3동 327-48번지옆통신주,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 894",1,,경기도 부천시 심곡3동 360-5 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 821",1,경기도 부천시 장말로293번길 14-5,경기도 부천시 심곡3동 303-25 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 947",1,,경기도 부천시 심곡3동 348-20 삼송연립 A 동앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 866",1,,경기도 부천시 심곡3동 308-12 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 98",1,경기도 부천시 장말로 310,경기도 부천시 심곡3동 327번지옆통신주,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 734",1,경기도 부천시 신흥로53번길 14,경기도 부천시 심곡3동 340-19번지(340-23 맞은편 심곡천주교회위치),,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 973",1,경기도 부천시 심중로60번길 23-7,경기도 부천시 심곡3동 345-42 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 882",1,경기도 부천시 심중로 12,경기도 부천시 심곡3동362-42앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 938",1,경기도 부천시 부일로 409-8,경기도 부천시 심곡3동 351-14 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 837",1,경기도 부천시 신흥로 91-1,경기도 부천시 심곡3동 298-5 앞 골목안 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 932",1,경기도 부천시 신흥로39번길 45,경기도 부천시 심곡3동 352-4 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 718",1,경기도 부천시 심중로68번길 33-12,경기도 부천시 심곡3동 336-29 앞 골목 입구 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 892",1,,경기도 부천시 심곡3동 363-1 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"오정388",1,,경기도 부천시 오정481-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정397",1,,경기도 부천시 오정492-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정43",1,,경기도 부천시 오정동610-12,,,,,032-625-7236,경기도 부천시청,2019-09-10
"원미동 493",1,경기도 부천시 조종로 66-2,경기도 부천시 원미2동 184-87 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-289",1,경기도 부천시 소사로148번길 58,경기도 부천시 소사본3동 221-33,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-259",1,경기도 부천시 소사로148번나길 18,경기도 부천시 소사본3동 230-29,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-097",1,경기도 부천시 소사로170번길 40,경기도 부천시 소사본3동 200,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-068",1,경기도 부천시 소삼로36번길 42,경기도 부천시 소사본3동 154-31,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-074",1,경기도 부천시 소삼로30번길 9,경기도 부천시 소사본3동 138-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-045",1,경기도 부천시 은성로 53,경기도 부천시 소사본3동 159-43,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-345",1,,경기도 부천시 소사본3동 197-8,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-159",1,경기도 부천시 소사로160번길 75-8,경기도 부천시 소사본3동 274-9,,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-095",1,경기도 부천시 소사로170번길 32,경기도 부천시 소사본3동 201-7,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-342",1,,경기도 부천시 소사본3동 401 소사중학교 담장,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-029",1,경기도 부천시 은성로61번길 57,경기도 부천시 소사본3동 137-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-099",1,경기도 부천시 은성로62번길 55,경기도 부천시 소사본3동 200-8,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-279",1,경기도 부천시 소사로126번길 25-10,경기도 부천시 소사본3동 222-31,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사동 71",1,,경기도 부천시 소사동 6-23 앞 위치,,,,전용주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 328",1,경기도 부천시 부일로469번길 33,경기도 부천시 심곡2동180-1 앞 코너위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 558",1,경기도 부천시 부천로36번길 50,경기도 부천시 심곡2동 136-2 앞 코너위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 992",1,,경기도 부천시 심곡2동 138-8번지와모텔사이전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 583",2,경기도 부천시 부천로30번길 43,경기도 부천시 심곡2동 148-5앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 679",1,경기도 부천시 원미로18번길 13-9,경기도 부천시 심곡2동 489-65 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 686",1,경기도 부천시 부일로538번길 14,경기도 부천시 심곡2동 490-1앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 458",1,,경기도 부천시 심곡2동 316-3 번지 (141-15맞은편 전철 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 631",1,,경기도 부천시 심곡2동184원미초등학교 담벽(197-2맞은편서쪽 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 478",1,,경기도 부천시 심곡2동 143-1 (서쪽에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 397",2,,경기도 부천시 심곡2동 316-5 번지 (388-7맞은편 전철담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 498",1,경기도 부천시 부천로66번길 89,경기도 부천시 심곡2동 134-3앞 (134-1과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 566",2,경기도 부천시 부일로517번길 32,경기도 부천시 심곡2동 132-25앞 (132-3과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 619",1,경기도 부천시 부천로80번길 25,경기도 부천시 심곡2동 120-16앞 (120-15와 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 633",1,,경기도 부천시 심곡2동 184원미초등학교 담벽(197-11맞은편 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 622",1,,경기도 부천시 심곡2동 181앞 (126-6 맞은편 동쪽끝위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 462",1,경기도 부천시 원미로 11,경기도 부천시 심곡2동 127-3번지 철로변 삼융아파트 102동 중간,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 323",1,경기도 부천시 부일로459번길 40,경기도 부천시 심곡2동 192-18 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 548",1,경기도 부천시 부일로495번길 27,경기도 부천시 심곡2동 165-16앞 (167-8 맞은편 코너위치1개),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 621",1,,경기도 부천시 심곡2동 181앞 (126 맞은편 서쪽끝 코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 605",1,경기도 부천시 원미로31번길 31,경기도 부천시 심곡2동 138-21앞 (138-9와 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 487",1,경기도 부천시 부천로10번길 13,경기도 부천시 심곡2동 170-21 (170-15 와사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 541",2,경기도 부천시 부천로30번길 27-7,경기도 부천시 심곡2동 165-9앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 578",1,,경기도 부천시 심곡2동 136-31 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 436",1,경기도 부천시 신흥로26번길 23,경기도 부천시 심곡2동 459-5 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 996",1,경기도 부천시 부천로3번길 30,경기도 부천시 심곡2동 174-11번지코너전주에신설,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 324",1,경기도 부천시 부천로35번길 10,경기도 부천시 심곡2동 192-7 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 522",1,,경기도 부천시 심곡2동 59번지흥천공원앞(156-1맞은편 코너위치1개),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 543",1,,경기도 부천시 심곡2동 165앞 (165-24사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 850",1,경기도 부천시 장말로293번길 54,경기도 부천시 심곡3동 301-1앞 (301-2 과 사이에 위치),,,,,032-625-5074,경기도 부천시청,2019-09-10
"심곡694",1,경기도 부천시 신흥로53번길 42-8,경기도 부천시 심곡3동339-22호건물,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동 745",1,,경기도 부천시 원미2동 129-28 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동 703",1,경기도 부천시 조종로 52,경기도 부천시 원미2동 116-1 (부흥연립 라동 옥상북쪽끝코너위치),,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동 603",1,,경기도 부천시 원미2동 장미연립 (1동 옥상 북쪽 모퉁이),,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"소사동 188",1,,경기도 부천시 소사동 40-30 앞 골목안 위치,,,,전용주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 294",1,,경기도 부천시 소사동 16-26 옆 전봇대,,,2016,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 31",1,,경기도 부천시 소사동 49-9 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 184",1,,경기도 부천시 소사동 43-39 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 231",1,경기도 부천시 부일로607번길 17,경기도 부천시 소사동 32-4번지와 5번지사이전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 167",1,,경기도 부천시 소사동 40 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 84",1,경기도 부천시 부일로571번길 84,경기도 부천시 소사동 4번지앞 (3-15 맞은편 소명여중정문앞 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 224",1,경기도 부천시 부일로619번길 45,경기도 부천시 소사동 20-19번지 산길 네번째 위치1개,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 233",1,,경기도 부천시 소사동 33-19 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 161",1,,경기도 부천시 소사동 37-3 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 213",1,,경기도 부천시 소사동 34-24 맞은편 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 267",1,,경기도 부천시 소사동 26-3 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 164",1,,경기도 부천시 소사동 40-18 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"오정113",1,,경기도 부천시 오정동 584-7,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정227",1,경기도 부천시 부천로476번가길 67,경기도 부천시 오정동 556-19,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
